epoch,train_l1,val_l1
1,0.2773742934897256,0.18791170088832457
2,0.17150176319059396,0.15915707962209827
3,0.15254096201068648,0.14597608200258405
4,0.14523561869183027,0.13995134064080653
5,0.1390569555723784,0.13270093966595495
6,0.13441489899502804,0.12875100883216792
7,0.13121302288207165,0.12861127031696074
8,0.12874128971164017,0.1253508313176012
9,0.1268134230093914,0.13101532292325063
10,0.12659059964164945,0.12439762713027028
11,0.12494492222712474,0.12183356815938415
12,0.1236937553949492,0.1213927228016542
13,0.12319619707333737,0.12051102495138862
14,0.12238756589518504,0.1197113914997717
15,0.12132459705052508,0.11873737687643997
16,0.12203938083303446,0.12190553300159494
17,0.12135664619176438,0.11841944262880366
18,0.12064113586720111,0.12057590586179175
19,0.12010903443365185,0.11914062884903992
20,0.11990730706680548,0.11684952199220111
21,0.11833974673257619,0.11667876734151873
22,0.11796190078582514,0.11611294236038422
23,0.11788964289463208,0.11615209771322357
24,0.11693968276422978,0.11564586992628385
25,0.11686460253167416,0.11572716553254908
26,0.1167531165543563,0.11536431276716318
27,0.11690145275822303,0.11562180111156979
28,0.11675786961333141,0.11560954354950925
29,0.11719112149505521,0.11751160346492186
30,0.11607120930674514,0.11443797923957359
31,0.11530417624355227,0.11446519562161665
32,0.11482926240831497,0.11458528666561822
33,0.11503245900898797,0.11615341166109017
34,0.11439854424920363,0.1137931635187254
35,0.11424285003908081,0.11469881451621498
36,0.11401836630011472,0.11329088024667039
37,0.11372135419368683,0.11319781658063639
38,0.11326125180361789,0.11276346230868758
39,0.1136855421025405,0.11311716462601774
40,0.1129013377216075,0.11447921976498313
41,0.11295687589656458,0.1126786233752727
42,0.11329551111185789,0.11250509424103085
43,0.11226885225602515,0.11260636970144776
44,0.11283460878407414,0.11255194410630517
45,0.11219025399563862,0.11222865086001901
46,0.11224585474068342,0.11234718981921195
47,0.11216111012482889,0.11188102488801788
48,0.11194046397430021,0.11223717137129992
49,0.11166712584170484,0.11211196964719725
50,0.11147183615570685,0.11190061796913169
51,0.11164578929484717,0.11198004578397036
52,0.11161006835599424,0.1128296770437067
53,0.11143329249153855,0.11158961224938313
54,0.11128328804494103,0.11147362956476375
55,0.11101701074576223,0.11110200332680382
56,0.11104608761633242,0.11177687677218742
57,0.1106605064396428,0.11152912013207104
58,0.11094077882731533,0.11113181168305232
59,0.11093815844607939,0.11158847822493022
60,0.110424048405125,0.11081443585344469
61,0.11023798431736137,0.11108709301667252
62,0.11015124349102505,0.11118255504422991
63,0.11072715049231989,0.110884698404411
64,0.11013796528603895,0.11084443298333836
65,0.10995790825566348,0.1108519106096282
66,0.10983575316733085,0.11041375647329929
67,0.10980025491067996,0.11058749947248865
68,0.10969921068079463,0.11085569167260043
69,0.10974003752746386,0.11115166558569377
70,0.10957911544430725,0.11045231657339535
71,0.10953465344997926,0.11046234225557705
72,0.10946788790420443,0.11040734050780501
73,0.1092096162202219,0.11032557784486882
74,0.1092706124057356,0.11044491419540921
75,0.10935476003090287,0.11037387442855082
76,0.10911078080544415,0.10994983490082816
77,0.10921713105935088,0.11012548061444041
78,0.109252012589192,0.11043117761202284
79,0.10904808495943139,0.10991658909589837
80,0.10885707470244133,0.1098455452154319
81,0.10900370587426177,0.11079340723406135
82,0.10893313635251103,0.10972589105026283
83,0.10880703189996746,0.10982431093271382
84,0.10889039588882383,0.10985279847085817
85,0.10880782631065786,0.10987735257184246
86,0.10864035493488879,0.10976375171750409
87,0.10870040408325553,0.10999378544051212
88,0.10872209333580161,0.10971797582824615
89,0.10885673682301959,0.11021532550163968
90,0.10851174445647686,0.10984474452124975
91,0.10849854688726926,0.10978300113312021
92,0.1086207006777466,0.10990690328991563
93,0.10844466503164911,0.10987625031263694
94,0.10865448751451405,0.1094983792079683
95,0.10851046839262757,0.1098211874922936
96,0.10862404890932008,0.10960405072429882
97,0.10869977185518054,0.10983165021546244
98,0.10865130315874047,0.10971650955739846
99,0.10847870149841775,0.10974897195895512
100,0.10858017637261999,0.10973677882350734
