epoch,train_l1,val_l1
1,0.25328937465641876,0.16098475471599816
2,0.1562678295342063,0.1476843808558935
3,0.14357374502147544,0.13616771681953269
4,0.14008391797845943,0.13194427991719043
5,0.1347618338935535,0.12943986143579733
6,0.13030544462997595,0.13557520015474583
7,0.1308574319181589,0.12539164291829177
8,0.12719585959549426,0.1291436890453817
9,0.12435377637482066,0.12497596584371412
10,0.1231943607739872,0.12024772921651772
11,0.12317505106282517,0.12105491531229784
12,0.1204294390404766,0.11897871228530235
13,0.12185011155081396,0.12006444816839244
14,0.12075932336067452,0.11945210091709954
15,0.11988383742981489,0.11780242261744583
16,0.11874912670283906,0.11722992388755595
17,0.11763210980502957,0.11717561082775786
18,0.1166810657341284,0.11644960656540228
19,0.11729971324840807,0.11725319150455492
20,0.11608774785224013,0.11789810536311937
21,0.1161086314068312,0.11738777901435363
22,0.1156535230037562,0.1152881506962738
23,0.11440007863176402,0.11586103527748025
24,0.1146170672364386,0.11492536897170448
25,0.11435498183545516,0.11453732726124691
26,0.11430808253901986,0.1142212083095947
27,0.11380496784667353,0.11369182941805729
28,0.11323875392843921,0.11339373038260252
29,0.1126352771964976,0.1172401557024675
30,0.11231539165121193,0.11259848887329113
31,0.11262019780156479,0.11234651145793045
32,0.11201549730109477,0.11369034663303611
33,0.11181138981077292,0.11401070406893002
34,0.11143567615212004,0.11199692094790294
35,0.11163270681952381,0.11270892415259712
36,0.1117269008980102,0.11244522871498663
37,0.11067235589744116,0.11167791275838806
38,0.11028989649316497,0.11127753220370545
39,0.1108388599045769,0.11083294091936102
40,0.11021367242631604,0.11197579485649095
41,0.11014082453616901,0.11136876900103221
42,0.11014010446253496,0.11134297998978374
43,0.10959793716851104,0.11080028803726788
44,0.10943685304494377,0.11116590501926199
45,0.10926351450617827,0.11087399438655117
46,0.10935310113671202,0.11057234414664331
47,0.10899784950934562,0.11033973657661561
48,0.1091968605788037,0.11038167184092881
49,0.10866702621121764,0.11014889086781225
50,0.1083816752038713,0.1102963163680637
51,0.1083713430773364,0.11001894494170858
52,0.10808664170202976,0.11014923722166375
53,0.1080789520724127,0.11062400855490978
54,0.10789764316437095,0.10916543588093466
55,0.10779306942409558,0.10937449284845202
56,0.10789986184659175,0.10944874038469614
57,0.1074716542183951,0.10893282793539087
58,0.10713335271687252,0.10875884790020438
59,0.10738082952775609,0.10959138218548153
60,0.10757473142437693,0.10903203543723654
61,0.10703054168783598,0.10854538964515154
62,0.10665101788910553,0.10825882836715463
63,0.10674775238994394,0.10839071396187819
64,0.10654570647024869,0.10868907497954669
65,0.10662518648916808,0.1084544739396848
66,0.10631178048601556,0.1081268415111037
67,0.10608377472516128,0.10848525583846462
68,0.10613524738212383,0.10813197549880575
69,0.10601418898341947,0.1078429381445238
70,0.10596721458960648,0.10836663055324336
71,0.1059855890012012,0.10769993544717288
72,0.10578297575188435,0.10796812996012238
73,0.10571826550550688,0.10797957328381817
74,0.1054869001954775,0.10743099074695528
75,0.10556519149459793,0.10768496914247194
76,0.10553077360436668,0.10716648660984236
77,0.1052986915672549,0.10724034348987085
78,0.10534609782076136,0.10754170289256729
79,0.10524659056725097,0.10749866940584653
80,0.10518234924765577,0.10736247630019641
81,0.1050534340548127,0.1074248509223382
82,0.10501301539643512,0.10727744462461405
83,0.10506083693614608,0.10738532443158542
84,0.10492999939491372,0.10723427893916083
85,0.10492025594103653,0.10704036931777192
86,0.10478979568510872,0.10730609209847478
87,0.10466043319956524,0.1071873505056792
88,0.10472052875976857,0.10703034516325795
89,0.10471342301335343,0.10696048061667439
90,0.10470501674292484,0.10710185988969409
91,0.10460432427069631,0.1069150169093038
92,0.10464263692799682,0.10703942595307907
93,0.10456959784357037,0.10690120962647912
94,0.10452454902050619,0.10659914455224012
95,0.10444799954179954,0.10691842958245763
96,0.1045411918608571,0.10671741497475666
97,0.10455538709494491,0.10693607182334788
98,0.10444486846635172,0.10701891112505092
99,0.10462745705782753,0.10696293016786837
100,0.10448387588673776,0.10688476270450896
