epoch,train_l1,val_l1
1,0.2865023703001158,0.18794247426118227
2,0.17536347579267406,0.16417099165069826
3,0.16006662997979215,0.15378195699411024
4,0.1511477783278725,0.14582287179645395
5,0.1454881729193355,0.13730289318512395
6,0.1401540003996615,0.13576838510689185
7,0.1370362142336279,0.13545472291804944
8,0.13307601121306525,0.12858799112723865
9,0.13125425846215075,0.12736105330006772
10,0.12913421969299083,0.12739903507124792
11,0.12763302334582993,0.12549440606250795
12,0.12649714089347017,0.12380902098762757
13,0.1259845669434292,0.1268069156256738
14,0.124591439899817,0.12148686249197417
15,0.12358107616624117,0.12138917848450757
16,0.12296352041087726,0.12148248730280692
17,0.12270283291571649,0.12189650077283178
18,0.12208822011788363,0.12023546170328081
19,0.12220046956972366,0.11990552966537345
20,0.12117765872878024,0.1191385968375998
21,0.12140412151316739,0.11980521172831285
22,0.11973270819582758,0.11938436519683158
23,0.11972520920304734,0.11991707543668605
24,0.11964375503718633,0.12153121493628755
25,0.11914518686848782,0.11870125428541965
26,0.11861436258807621,0.11989562151972781
27,0.1184766481192395,0.11901067849355329
28,0.11767196694806356,0.11869096818282979
29,0.11779173112526879,0.11664225360781875
30,0.11800128816591296,0.11817087047868852
31,0.11773621846753111,0.11721997549341306
32,0.11712734237406178,0.11666640507874483
33,0.11649489395565955,0.11671758561746089
34,0.11674959981964053,0.11665020728609679
35,0.11647873729247449,0.11623731362212018
36,0.11596847514885347,0.11550949845049116
37,0.1159238024620795,0.11522992551838819
38,0.11561770962992308,0.11533859804835926
39,0.11568397437324808,0.11608661743646907
40,0.11521242168272311,0.1146563996581141
41,0.11552662023463191,0.1146615331422832
42,0.11482513042477073,0.11508080260006696
43,0.11484708379987754,0.11519742554815364
44,0.11484599332364859,0.11471958183614113
45,0.11442026395062967,0.11497938786585306
46,0.11406230842897282,0.11423362311901779
47,0.11401730039876173,0.11416091320167839
48,0.11408614177355891,0.11511558461571614
49,0.113707276712712,0.11390641981144814
50,0.11377269691058979,0.11381565277621508
51,0.11329311452391706,0.11414826603314038
52,0.11363719872829796,0.11395498700567946
53,0.11348286849868587,0.11332203045845851
54,0.1130087174203108,0.11330787675350666
55,0.11306642190348118,0.11318130380679925
56,0.11281991903867442,0.11409953280959069
57,0.11278571969627925,0.1131229260413644
58,0.11242860193121508,0.11339602394953353
59,0.11226111962558932,0.11288446932177637
60,0.11217944590982279,0.11311833270295242
61,0.1120063212413053,0.11283170174111752
62,0.11180673470052997,0.11288204387188777
63,0.11215018354643543,0.11289644565642358
64,0.11166188454928327,0.11283755007137002
65,0.11190603939475775,0.11257312546685799
66,0.1116368555462547,0.11304368763172067
67,0.11154893507088606,0.11311695464424798
68,0.11166083363536236,0.11269101629381464
69,0.11157998114536094,0.11244101312869194
70,0.11136213716302971,0.11234366588234765
71,0.11107433938179205,0.112739007924294
72,0.1111366059382251,0.11196661725179437
73,0.11091355135125625,0.11205476474652722
74,0.11114409213731846,0.11192690158627697
75,0.11093239948667329,0.11192091273619684
76,0.11080266828887532,0.11218585138809777
77,0.11090732950213332,0.11226398908327262
78,0.1109715282058106,0.11214757531471678
79,0.11083725374085346,0.11166149615934215
80,0.11055742215755286,0.11145001836761166
81,0.11065008921968465,0.11158522091302402
82,0.1106184101890465,0.11203602470141778
83,0.11047711269438214,0.11182066800770481
84,0.11059330518042591,0.11180712987603737
85,0.11072435569127623,0.1112054599297552
86,0.11025970110169409,0.11180124752744093
87,0.11036644408813277,0.11174117080773412
88,0.11041471107567459,0.11186689346653217
89,0.11026091351090747,0.11140699055630453
90,0.11023776724087038,0.11179616480621958
91,0.11039589762589087,0.11162963695610785
92,0.11015550769464495,0.11122761524249325
93,0.11036771752214232,0.11135330859396739
94,0.11025401151355464,0.11159955206639714
95,0.11008313032492137,0.11149531616514628
96,0.11016399370591018,0.11145470121540428
97,0.11022807214893084,0.11149287123962776
