epoch,train_l1,val_l1
1,0.25598126111374603,0.1616222346190871
2,0.16234654406203403,0.14368584962030456
3,0.14552289892932752,0.1351944394196295
4,0.1425524869558541,0.13278461374845973
5,0.13607949154046917,0.12963488378817
6,0.131154697731124,0.12621281121058425
7,0.12898614332658187,0.12242314931248471
8,0.12852804663584333,0.141587584067183
9,0.1279329043324932,0.12071080630450998
10,0.12487320789934828,0.11927400888685236
11,0.12441181705181252,0.11945719140467638
12,0.12254205751865022,0.12129274256450613
13,0.1223320796818417,0.12485791317785729
14,0.12216482663491343,0.12545862466199292
15,0.12041264954058022,0.1168258569596969
16,0.11917230399840509,0.11707808698643797
17,0.11905553831726802,0.12016426744568935
18,0.11970135682009,0.1150499929301654
19,0.11671730855112238,0.11801905519534905
20,0.11781022744425108,0.11387043646862144
21,0.11765806130635434,0.11549993400448104
22,0.11756455496698713,0.11372845883631624
23,0.11646741170747572,0.11332633067242469
24,0.11531444171493116,0.11381376708803308
25,0.11595701095688994,0.11678523504583833
26,0.11463505788482863,0.11349832575516466
27,0.11455295656887474,0.11358806447372403
28,0.11476786265047562,0.11334045957624571
29,0.11441285466060246,0.11116462761593848
30,0.11303055978565366,0.11148869343537235
31,0.11367226946724024,0.1123830915555648
32,0.1127924387842011,0.1111422046797109
33,0.11320071679851999,0.11042929928907687
34,0.11339538813373001,0.112887924590403
35,0.11321207348369645,0.11307501147702798
36,0.11256213608111479,0.11243329504408787
37,0.11147132694990462,0.11045072178216597
38,0.11165096440992066,0.11087302478693878
39,0.11175039067498478,0.11262442035022334
40,0.11171161890113333,0.11025783518608766
41,0.11107474197574906,0.1104392902530892
42,0.11107382740110125,0.10956113712108968
43,0.11038625881858934,0.10922898008207549
44,0.11047897388240675,0.10981567745936559
45,0.11038372704797399,0.10989101470062959
46,0.11020661735787982,0.10889192780678215
47,0.1100790331094892,0.10918910972099807
48,0.11007612916251178,0.10949054126545599
49,0.11003268947714627,0.1092626023333507
50,0.10953206863889016,0.10932419769986525
51,0.10935743598385703,0.10891367163923052
52,0.10927167202637902,0.11013512450770688
53,0.10910415266978102,0.10856983634853418
54,0.10888494096505823,0.11177178579814655
55,0.10884121564534621,0.10815477907179694
56,0.10822546701934717,0.10816257904451192
57,0.10839997074018226,0.108319910036193
58,0.1080832370815348,0.10793973186308302
59,0.10793792521992263,0.10768476801093364
60,0.10772562986764764,0.10798438632474595
61,0.1076265380823638,0.10759792180746827
62,0.10753154922819483,0.10736813904015606
63,0.10738963952883158,0.10779899045534833
64,0.10739170399948694,0.10770552600269875
65,0.10712039605577509,0.10696213157316253
66,0.10694180572039755,0.10763018959781148
67,0.10713497482079982,0.1076932343966909
68,0.10672035661172527,0.10722098990267767
69,0.10677594426729733,0.10716550361113314
70,0.10683531308067196,0.10680802817640982
71,0.10655536635513752,0.10708384642554586
72,0.10639723977741204,0.10690249611899888
73,0.10651795340545275,0.10782940903377697
74,0.10623317754614488,0.1065317267575488
75,0.10595829305355749,0.1064253194771818
76,0.10600702028485985,0.10653968885080102
77,0.10588634324894408,0.1063186479529701
78,0.10604129464215398,0.10637832246080707
79,0.10584399153131582,0.10648528275689172
80,0.10564214967068923,0.10620611195984848
81,0.1055156405337789,0.10657934113944383
82,0.10556323012996681,0.10622883886781619
83,0.10552219245243898,0.1061577149853537
84,0.10544550234177198,0.10626712991063401
85,0.10540293862815424,0.10640438378096173
86,0.10533682944354764,0.10594824193747455
87,0.10537663330341178,0.10603642183753906
88,0.10531630948468435,0.10599393287475166
89,0.10528321489492648,0.10613171608621448
90,0.10527027966882424,0.10613518622186449
91,0.10510053099972674,0.10593647144538566
92,0.10509890499085715,0.10617304006154048
93,0.10505047357386496,0.10593318854717865
94,0.10512712956013336,0.10578945990041633
95,0.10505034829148477,0.10608891052922569
96,0.10502233591254453,0.10595630161370335
97,0.10512306474747435,0.1058615163088118
98,0.10519521726589953,0.10618944134123683
99,0.1051164869646153,0.105929496413244
100,0.10494594592214739,0.10586285766935294
